source,device_id,date,feature,value_today,median,robust_sigma,z,vote,direction,strength
watchguard,801404C53C7FC,2025-10-17,bytes_total,31968719.0,37323150.0,74641307.07931802,-0.07173549351580999,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-17,bytes_per_event,1977.8951308544206,2513.09312697913,1872.613354920997,-0.2858027230865758,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-17,unique_src_ip,755.0,719.0,80.24462564862861,0.44862817551963047,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,unique_dst_ip,1695.0,2052.5,556.8939955522609,-0.6419534109816972,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-17,action_accept_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,action_accept_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,action_deny_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,action_deny_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,action_client-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,action_client-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,action_server-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,action_server-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,action_timeout_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,action_timeout_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,action_passthrough_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,action_passthrough_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,unique_proto,4.0,4.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,unique_service,1.0,1.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,unique_policy,22.0,20.0,2.965159377316531,0.6745,0,UP,OK
watchguard,801404C53C7FC,2025-10-17,unique_user,1.0,0.0,7.412898443291327e-13,1349000000000.0,2,UP,STRONG
watchguard,801404C53C7FC,2025-10-18,events_raw,172694.0,172698.0,128017.7909562639,-3.12456571084449e-05,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-18,events_after_day_filter,159944.0,161569.0,118590.80800593032,-0.013702579713587409,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-18,total_events,4947.0,19818.0,13862.305411415864,-1.072765283886579,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-18,bytes_total,6126926.0,37323150.0,74074282.61675315,-0.42114783833147035,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-18,bytes_per_event,1238.5134424903981,2252.465276836622,1872.613354920997,-0.541463528326167,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-18,unique_src_ip,662.0,724.0,73.38769458858414,-0.8448282828282828,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-18,unique_dst_ip,361.0,2052.5,341.7346182357302,-4.949747288503254,2,DOWN,STRONG
watchguard,801404C53C7FC,2025-10-18,action_accept_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,action_accept_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,action_deny_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,action_deny_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,action_client-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,action_client-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,action_server-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,action_server-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,action_timeout_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,action_timeout_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-18,action_passthrough_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
